job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size
Analytics Engineer,Mid-level,Full-time,On-site,2023,United States,193170,USD,193170,United States,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2023,United States,116480,USD,116480,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,146000,USD,146000,United States,Medium
Head of Data,Executive-level,Full-time,On-site,2023,United States,329500,USD,329500,United States,Medium
Head of Data,Executive-level,Full-time,On-site,2023,United States,269600,USD,269600,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,250500,USD,250500,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United States,159500,USD,159500,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,94035,USD,94035,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,57920,USD,57920,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,113600,USD,113600,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,60000,USD,60000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,256000,USD,256000,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,116000,USD,116000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,283200,USD,283200,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,188800,USD,188800,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023,United States,205640,USD,205640,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023,United States,142600,USD,142600,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,193200,USD,193200,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,156400,USD,156400,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,121000,USD,121000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,132300,USD,132300,United States,Medium
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,328000,USD,328000,United States,Medium
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,211000,USD,211000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,237000,USD,237000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,201450,USD,201450,United States,Medium
ML Engineer,Senior-level,Full-time,On-site,2023,United States,229000,USD,229000,United States,Medium
ML Engineer,Senior-level,Full-time,On-site,2023,United States,206000,USD,206000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,231000,USD,231000,United States,Medium
ML Engineer,Senior-level,Full-time,On-site,2023,United States,183750,USD,183750,United States,Medium
ML Engineer,Senior-level,Full-time,On-site,2023,United States,165400,USD,165400,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,175000,USD,175000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,285800,USD,285800,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,154600,USD,154600,United States,Medium
Data Operations Engineer,Senior-level,Full-time,On-site,2023,United States,289120,USD,289120,United States,Medium
Data Operations Engineer,Senior-level,Full-time,On-site,2023,United States,192400,USD,192400,United States,Medium
AWS Data Architect,Mid-level,Full-time,Remote,2023,United States,258000,USD,258000,United States,Large
Data Scientist,Senior-level,Full-time,On-site,2023,United States,196000,USD,196000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,121000,USD,121000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,141000,USD,141000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,206000,USD,206000,United States,Medium
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,192000,USD,192000,United States,Medium
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,164000,USD,164000,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,147000,USD,147000,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,92000,USD,92000,United States,Medium
Data Manager,Mid-level,Full-time,On-site,2023,United States,110000,USD,110000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,261500,USD,261500,United States,Large
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,134500,USD,134500,United States,Large
Product Data Analyst,Entry-level,Contract,Hybrid,2023,United States,83200,USD,83200,United States,Small
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,275300,USD,275300,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,183500,USD,183500,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,136600,USD,136600,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,109280,USD,109280,United States,Medium
BI Data Analyst,Mid-level,Full-time,Remote,2023,Egypt,70000,USD,70000,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2023,United States,281000,USD,281000,United States,Medium
Data Integration Specialist,Entry-level,Full-time,Remote,2023,United States,69500,USD,69500,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023,United States,285000,USD,285000,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,69525,USD,69525,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,61800,USD,61800,United States,Medium
ML Engineer,Senior-level,Full-time,On-site,2023,United States,178000,USD,178000,United States,Medium
ML Engineer,Senior-level,Full-time,On-site,2023,United States,152000,USD,152000,United States,Medium
Data Scientist,Entry-level,Full-time,Remote,2023,Uzbekistan,40000,USD,40000,United States,Medium
Data Visualization Analyst,Senior-level,Full-time,On-site,2023,United States,130000,USD,130000,United States,Medium
Data Visualization Analyst,Senior-level,Full-time,On-site,2023,United States,110000,USD,110000,United States,Medium
Data Scientist,Entry-level,Full-time,Remote,2023,United States,130001,USD,130001,United States,Medium
Data Scientist,Entry-level,Full-time,Remote,2023,United States,71907,USD,71907,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023,United States,205000,USD,205000,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023,United States,150000,USD,150000,United States,Medium
Head of Data,Executive-level,Full-time,On-site,2023,United States,204500,USD,204500,United States,Medium
Head of Data,Executive-level,Full-time,On-site,2023,United States,142200,USD,142200,United States,Medium
BI Data Analyst,Entry-level,Full-time,Remote,2023,Argentina,60000,USD,60000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,277500,USD,277500,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,236500,USD,236500,United States,Medium
Cloud Data Engineer,Entry-level,Full-time,Hybrid,2023,Germany,100000,USD,100000,United States,Large
Finance Data Analyst,Senior-level,Contract,Remote,2023,France,300000,EUR,323905,United States,Medium
Research Scientist,Entry-level,Full-time,On-site,2023,United States,150000,USD,150000,United States,Medium
Research Scientist,Entry-level,Full-time,On-site,2023,United States,100000,USD,100000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,55000,USD,55000,United States,Medium
Data Analytics Manager,Mid-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium
Data Analytics Manager,Mid-level,Full-time,On-site,2023,United States,140000,USD,140000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,265000,USD,265000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,217000,USD,217000,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,83000,USD,83000,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,208450,USD,208450,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,170550,USD,170550,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,130000,USD,130000,United States,Medium
Research Engineer,Entry-level,Full-time,On-site,2023,United States,165000,USD,165000,United States,Medium
Research Engineer,Entry-level,Full-time,On-site,2023,United States,145000,USD,145000,United States,Medium
Director of Data Science,Executive-level,Full-time,On-site,2023,United States,336400,USD,336400,United States,Medium
Director of Data Science,Executive-level,Full-time,On-site,2023,United States,201900,USD,201900,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,189750,USD,189750,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,131100,USD,131100,United States,Medium
Data Science Manager,Mid-level,Full-time,Remote,2023,United States,270000,USD,270000,United States,Medium
Data Science Manager,Mid-level,Full-time,Remote,2023,United States,95000,USD,95000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,117300,USD,117300,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,69000,USD,69000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,182000,USD,182000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,144000,USD,144000,United States,Medium
Data Science Lead,Mid-level,Full-time,On-site,2023,United States,244000,USD,244000,United States,Medium
Data Science Lead,Mid-level,Full-time,On-site,2023,United States,200000,USD,200000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,260000,USD,260000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,225000,USD,225000,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United States,102500,USD,102500,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United States,186600,USD,186600,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United States,116500,USD,116500,United States,Medium
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,222000,USD,222000,United States,Medium
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,138000,USD,138000,United States,Medium
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,292000,USD,292000,United States,Medium
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,164500,USD,164500,United States,Medium
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,292200,USD,292200,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,163800,USD,163800,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,126000,USD,126000,United States,Medium
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,280000,USD,280000,United States,Medium
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,210000,USD,210000,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United States,150000,USD,150000,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United States,200000,USD,200000,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United States,170000,USD,170000,United States,Medium
Director of Data Science,Executive-level,Full-time,Remote,2023,United States,225000,USD,225000,United States,Medium
Director of Data Science,Executive-level,Full-time,Remote,2023,United States,175000,USD,175000,United States,Medium
Data Science Consultant,Senior-level,Full-time,On-site,2023,United States,189750,USD,189750,United States,Medium
Data Science Consultant,Senior-level,Full-time,On-site,2023,United States,131100,USD,131100,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,123400,USD,123400,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,82200,USD,82200,United States,Medium
Applied Machine Learning Engineer,Executive-level,Full-time,Remote,2023,United States,225000,USD,225000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,161800,USD,161800,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,121400,USD,121400,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023,United States,285000,USD,285000,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023,United States,193900,USD,193900,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,240000,USD,240000,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,196000,USD,196000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,214000,USD,214000,United States,Medium
Decision Scientist,Senior-level,Full-time,Remote,2023,United States,170000,USD,170000,United States,Medium
Decision Scientist,Senior-level,Full-time,Remote,2023,United States,155000,USD,155000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,98000,USD,98000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,199000,USD,199000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,260000,USD,260000,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023,United States,145000,USD,145000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,87500,USD,87500,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,231250,USD,231250,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,138750,USD,138750,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,242000,USD,242000,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United States,195000,USD,195000,United States,Medium
Research Scientist,Entry-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium
Research Scientist,Entry-level,Full-time,On-site,2023,United States,125000,USD,125000,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United States,160000,USD,160000,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United States,140000,USD,140000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,183924,USD,183924,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,125760,USD,125760,United States,Medium
ML Engineer,Mid-level,Contract,Remote,2023,United States,30000,USD,30000,United States,Small
ML Engineer,Mid-level,Contract,Remote,2023,United States,25500,USD,25500,United States,Small
Applied Scientist,Entry-level,Full-time,On-site,2023,United States,213660,USD,213660,United States,Large
Applied Scientist,Entry-level,Full-time,On-site,2023,United States,130760,USD,130760,United States,Large
Data Engineer,Senior-level,Full-time,On-site,2023,United States,253200,USD,253200,United States,Medium
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,342810,USD,342810,United States,Medium
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,184590,USD,184590,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United States,105380,USD,105380,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United States,64500,USD,64500,United States,Medium
Applied Scientist,Entry-level,Full-time,On-site,2023,United States,204620,USD,204620,United States,Large
Applied Scientist,Entry-level,Full-time,On-site,2023,United States,110680,USD,110680,United States,Large
Data Engineer,Senior-level,Full-time,On-site,2023,United States,270703,USD,270703,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,221484,USD,221484,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,212750,USD,212750,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,218500,USD,218500,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,199098,USD,199098,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,203300,USD,203300,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,123600,USD,123600,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,231500,USD,231500,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,166000,USD,166000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,172500,USD,172500,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,110500,USD,110500,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,238000,USD,238000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,237000,USD,237000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,201450,USD,201450,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,193500,USD,193500,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,139000,USD,139000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,Portugal,150000,USD,150000,United States,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,185900,USD,185900,United States,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,129300,USD,129300,United States,Medium
Machine Learning Engineer,Entry-level,Full-time,On-site,2023,United States,163196,USD,163196,United States,Medium
Machine Learning Engineer,Entry-level,Full-time,On-site,2023,United States,145885,USD,145885,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,202800,USD,202800,United States,Large
Data Analyst,Senior-level,Full-time,On-site,2023,United States,104300,USD,104300,United States,Large
Data Engineer,Senior-level,Full-time,On-site,2023,United States,179170,USD,179170,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,94300,USD,94300,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,152500,USD,152500,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,116450,USD,116450,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,133800,USD,133800,United States,Medium
Research Scientist,Entry-level,Full-time,Hybrid,2023,United States,220000,USD,220000,United States,Large
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,214000,USD,214000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,283200,USD,283200,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,188800,USD,188800,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,161800,USD,161800,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,141600,USD,141600,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,342300,USD,342300,United States,Large
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,176100,USD,176100,United States,Large
Data Engineer,Entry-level,Full-time,On-site,2023,United States,85000,USD,85000,United States,Medium
Data Engineer,Entry-level,Full-time,On-site,2023,United States,65000,USD,65000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,138784,USD,138784,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,83270,USD,83270,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United States,70000,USD,70000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,318300,USD,318300,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,212200,USD,212200,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,143200,USD,143200,United States,Medium
Business Data Analyst,Mid-level,Full-time,Hybrid,2023,United States,105000,USD,105000,United States,Large
Data Analyst,Senior-level,Full-time,On-site,2023,United States,168400,USD,168400,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,105200,USD,105200,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,220000,USD,220000,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,75000,USD,75000,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,250000,USD,250000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,186000,USD,186000,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium
Research Engineer,Mid-level,Full-time,On-site,2023,United States,200000,USD,200000,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023,United States,205000,USD,205000,United States,Medium
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,215000,USD,215000,United States,Medium
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,170000,USD,170000,United States,Medium
Data Quality Analyst,Senior-level,Full-time,On-site,2023,United States,100000,USD,100000,United States,Medium
Data Quality Analyst,Senior-level,Full-time,On-site,2023,United States,80000,USD,80000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,162500,USD,162500,United States,Medium
AI Developer,Mid-level,Full-time,Remote,2023,United States,200000,USD,200000,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023,United States,115000,USD,115000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,239000,USD,239000,United States,Large
Data Scientist,Senior-level,Full-time,On-site,2023,United States,122900,USD,122900,United States,Large
Data Scientist,Senior-level,Full-time,On-site,2023,United States,237000,USD,237000,United States,Medium
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,191765,USD,191765,United States,Medium
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,134236,USD,134236,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,190000,USD,190000,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,112000,USD,112000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,105500,USD,105500,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2023,United States,293000,USD,293000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,148500,USD,148500,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,152900,USD,152900,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,117100,USD,117100,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,173000,USD,173000,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,113000,USD,113000,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023,United States,175000,USD,175000,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023,United States,110000,USD,110000,United States,Medium
Research Scientist,Senior-level,Full-time,Remote,2023,United States,110000,USD,110000,United States,Medium
Applied Scientist,Senior-level,Full-time,Remote,2023,United States,205000,USD,205000,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,149500,USD,149500,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,127075,USD,127075,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,219535,USD,219535,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,146115,USD,146115,United States,Medium
Analytics Engineer,Executive-level,Full-time,Remote,2023,United States,221000,USD,221000,United States,Medium
Analytics Engineer,Executive-level,Full-time,Remote,2023,United States,153000,USD,153000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,187000,USD,187000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,109000,USD,109000,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,142000,USD,142000,United States,Medium
Data Manager,Senior-level,Full-time,On-site,2023,United States,198800,USD,198800,United States,Medium
Data Manager,Senior-level,Full-time,On-site,2023,United States,105200,USD,105200,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United States,112000,USD,112000,United States,Medium
Data Manager,Senior-level,Full-time,Remote,2023,United States,115000,USD,115000,United States,Medium
Data Manager,Senior-level,Full-time,Remote,2023,United States,86000,USD,86000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,106000,USD,106000,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United States,280700,USD,280700,United States,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United States,150450,USD,150450,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United States,93918,USD,93918,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United States,51962,USD,51962,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,257000,USD,257000,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United States,222000,USD,222000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,133200,USD,133200,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,221000,USD,221000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,147000,USD,147000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,238000,USD,238000,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,156000,USD,156000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,304000,USD,304000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,183600,USD,183600,United States,Medium
Data Specialist,Mid-level,Full-time,On-site,2023,United States,130000,USD,130000,United States,Medium
Data Analytics Manager,Senior-level,Full-time,Remote,2023,United States,160000,USD,160000,United States,Medium
Data Analytics Manager,Senior-level,Full-time,Remote,2023,United States,120000,USD,120000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,289076,USD,289076,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,202353,USD,202353,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,157750,USD,157750,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United States,104650,USD,104650,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United States,180000,USD,180000,United States,Medium
Data Scientist,Executive-level,Full-time,On-site,2023,United States,200000,USD,200000,United States,Medium
Lead Data Analyst,Mid-level,Full-time,On-site,2023,United States,68000,USD,68000,United States,Large
BI Data Engineer,Entry-level,Full-time,Remote,2023,United States,60000,USD,60000,United States,Medium
Research Engineer,Entry-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium
Research Engineer,Entry-level,Full-time,On-site,2023,United States,125000,USD,125000,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,181000,USD,181000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,252000,USD,252000,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,154000,USD,154000,United States,Medium
Data Architect,Executive-level,Full-time,On-site,2023,United States,180000,USD,180000,United States,Medium
Data Architect,Executive-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,64200,USD,64200,United States,Medium
Data Analyst,Entry-level,Full-time,Remote,2023,United States,56100,USD,56100,United States,Medium
Data Manager,Mid-level,Full-time,On-site,2023,United States,135000,USD,135000,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,153600,USD,153600,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,100500,USD,100500,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United States,182500,USD,182500,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United States,121500,USD,121500,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,203100,USD,203100,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,114500,USD,114500,United States,Medium
Data Engineer,Entry-level,Full-time,Remote,2023,United States,92700,USD,92700,United States,Medium
Data Architect,Mid-level,Full-time,On-site,2023,United States,167500,USD,167500,United States,Medium
Data Architect,Mid-level,Full-time,On-site,2023,United States,106500,USD,106500,United States,Medium
Data Engineer,Executive-level,Full-time,Remote,2023,United States,286000,USD,286000,United States,Medium
Data Engineer,Executive-level,Full-time,Remote,2023,United States,207000,USD,207000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,178600,USD,178600,United States,Medium
Machine Learning Scientist,Mid-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium
Machine Learning Scientist,Mid-level,Full-time,On-site,2023,United States,220000,USD,220000,United States,Medium
Research Scientist,Mid-level,Full-time,Remote,2023,United States,210000,USD,210000,United States,Medium
Research Scientist,Mid-level,Full-time,Remote,2023,United States,151800,USD,151800,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,317070,USD,317070,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United States,170730,USD,170730,United States,Medium
MLOps Engineer,Mid-level,Full-time,Remote,2023,United States,134000,USD,134000,United States,Medium
MLOps Engineer,Mid-level,Full-time,Remote,2023,United States,124000,USD,124000,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United States,124500,USD,124500,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United States,175000,USD,175000,United States,Medium
